Stock Quotes for ^GSPC,,,,Stock Quotes for ^IXIC,,,,Stock Quotes for ^DJI,,,,Stock Quotes for ^RUT,,,,Stock Quotes for ^VIX,,,,Stock Quotes for ^W5000,,
Date,Close,Volume,,Date,Close,Volume,,Date,Close,Volume,,Date,Close,Volume,,Date,Close,Volume,,Date,Close,Volume
2017/1/10,2268.899902,3638790000,,2017/1/10,5551.819824,1796500000,,2017/1/10,19855.5293,299410000,,2017/1/10,1370.900024,36387900,,2017/1/10,11.49,0,,2017/1/10,23743.50977,0
2017/1/9,2268.899902,3217610000,,2017/1/9,5531.819824,1885500000,,2017/1/9,19887.38086,287510000,,2017/1/9,1357.48999,32176100,,2017/1/9,11.56,0,,2017/1/9,23723.33984,0
2017/1/6,2276.97998,3339890000,,2017/1/6,5521.060059,1710770000,,2017/1/6,19963.80078,277700000,,2017/1/6,1367.280029,33398900,,2017/1/6,11.32,0,,2017/1/6,23816.56055,0
2017/1/5,2269,3761820000,,2017/1/5,5487.939941,1792610000,,2017/1/5,19899.28906,269920000,,2017/1/5,1371.939941,37618200,,2017/1/5,11.67,0,,2017/1/5,23748.63086,0
2017/1/4,2270.75,3764890000,,2017/1/4,5477,1883360000,,2017/1/4,19942.16016,280010000,,2017/1/4,1387.949951,37648900,,2017/1/4,11.85,0,,2017/1/4,23800.91992,0
2017/1/3,2257.830078,3770530000,,2017/1/3,5429.080078,1886200000,,2017/1/3,19881.75977,339180000,,2017/1/3,1365.48999,37705300,,2017/1/3,12.85,0,,2017/1/3,23614.73047,0
2016/12/30,2238.830078,2670900000,,2016/12/30,5383.120117,1550820000,,2016/12/30,19762.59961,271910000,,2016/12/30,1357.130005,26709000,,2016/12/30,14.04,0,,2016/12/30,23425.85938,0
2016/12/29,2249.26001,2336370000,,2016/12/29,5432.089844,1264480000,,2016/12/29,19819.7793,172040000,,2016/12/29,1363.180054,23363700,,2016/12/29,13.37,0,,2016/12/29,23524.42969,0
2016/12/28,2249.919922,2392360000,,2016/12/28,5438.560059,1322130000,,2016/12/28,19833.67969,188350000,,2016/12/28,1360.829956,23923600,,2016/12/28,12.95,0,,2016/12/28,23525.65039,0
2016/12/27,2268.879883,1987080000,,2016/12/27,5487.439941,1216870000,,2016/12/27,19945.03906,158540000,,2016/12/27,1377.709961,19870800,,2016/12/27,11.99,0,,2016/12/27,23733.30078,0
2016/12/23,2263.790039,2020550000,,2016/12/23,5462.689941,1144280000,,2016/12/23,19933.81055,158260000,,2016/12/23,1371.51001,20205500,,2016/12/23,11.44,0,,2016/12/23,23671.85938,0
2016/12/22,2260.959961,2876320000,,2016/12/22,5447.419922,1582600000,,2016/12/22,19918.88086,258290000,,2016/12/22,1362.660034,28763200,,2016/12/22,11.43,0,,2016/12/22,23628.30078,0
2016/12/21,2265.179932,2852230000,,2016/12/21,5471.430176,1493900000,,2016/12/21,19941.96094,256640000,,2016/12/21,1375.189941,28522300,,2016/12/21,11.27,0,,2016/12/21,23700.75,0
2016/12/20,2270.76001,3298780000,,2016/12/20,5483.939941,1678040000,,2016/12/20,19974.61914,284080000,,2016/12/20,1383.959961,32987800,,2016/12/20,11.45,0,,2016/12/20,23756.33984,0
2016/12/19,2262.530029,3248370000,,2016/12/19,5457.439941,1685800000,,2016/12/19,19883.06055,302310000,,2016/12/19,1371.680054,32483700,,2016/12/19,11.71,0,,2016/12/19,23600.33008,0
2016/12/16,2258.070068,5920340000,,2016/12/16,5437.160156,3257750000,,2016/12/16,19843.41016,573470000,,2016/12/16,1364.189941,59203400,,2016/12/16,12.2,0,,2016/12/16,23600.08984,0
2016/12/15,2262.030029,4168200000,,2016/12/15,5456.850098,2095910000,,2016/12/15,19852.24023,357350000,,2016/12/15,1366.410034,41682000,,2016/12/15,12.79,0,,2016/12/15,23636.41016,0
2016/12/14,2253.280029,4406970000,,2016/12/14,5436.669922,1974150000,,2016/12/14,19792.5293,408430000,,2016/12/14,1356.02002,44069700,,2016/12/14,13.19,0,,2016/12/14,23544.16992,0
2016/12/13,2271.719971,3857590000,,2016/12/13,5463.830078,2085710000,,2016/12/13,19911.21094,388420000,,2016/12/13,1373.530029,38575900,,2016/12/13,12.72,0,,2016/12/13,23745.18945,0
2016/12/12,2256.959961,4034510000,,2016/12/12,5412.540039,1927560000,,2016/12/12,19796.42969,333660000,,2016/12/12,1373.140015,40345100,,2016/12/12,12.64,0,,2016/12/12,23619.33984,0
2016/12/9,2259.530029,3884480000,,2016/12/9,5444.5,2038700000,,2016/12/9,19756.84961,334470000,,2016/12/9,1388.069946,38844800,,2016/12/9,11.75,0,,2016/12/9,23678.75977,0
2016/12/8,2246.189941,4200580000,,2016/12/8,5417.359863,2231070000,,2016/12/8,19614.81055,324570000,,2016/12/8,1386.369995,42005800,,2016/12/8,12.64,0,,2016/12/8,23553.71094,0
2016/12/7,2241.350098,4501820000,,2016/12/7,5393.759766,2122590000,,2016/12/7,19549.61914,385200000,,2016/12/7,1364.51001,45018200,,2016/12/7,12.22,0,,2016/12/7,23486.30078,0
2016/12/6,2212.22998,3855320000,,2016/12/6,5333,1974850000,,2016/12/6,19251.7793,284960000,,2016/12/6,1352.670044,38553200,,2016/12/6,11.79,0,,2016/12/6,23195.67969,0
2016/12/5,2204.709961,3895230000,,2016/12/5,5308.890137,1798160000,,2016/12/5,19216.24023,317800000,,2016/12/5,1337.790039,38952300,,2016/12/5,12.14,0,,2016/12/5,23095.48047,0
2016/12/2,2191.949951,3779500000,,2016/12/2,5255.649902,1848930000,,2016/12/2,19170.41992,84920000,,2016/12/2,1314.25,37795000,,2016/12/2,14.12,0,,2016/12/2,22928.7207,0
2016/12/1,2191.080078,5063740000,,2016/12/1,5251.109863,2264960000,,2016/12/1,19191.92969,108800000,,2016/12/1,1313.800049,50637400,,2016/12/1,14.07,0,,2016/12/1,22914.55078,0
2016/11/30,2198.810059,5533980000,,2016/11/30,5323.680176,2064430000,,2016/11/30,19123.58008,164570000,,2016/11/30,1322.339966,55339800,,2016/11/30,13.33,0,,2016/11/30,22991.07031,0
2016/11/29,2204.659912,3706560000,,2016/11/29,5379.919922,1788790000,,2016/11/29,19121.59961,81510000,,2016/11/29,1328.219971,37065600,,2016/11/29,12.9,0,,2016/11/29,23046.99023,0
2016/11/28,2201.719971,3505650000,,2016/11/28,5368.810059,1625620000,,2016/11/28,19097.90039,88460000,,2016/11/28,1329.829956,35056500,,2016/11/28,13.15,0,,2016/11/28,23029.2793,0
2016/11/25,2213.350098,1584600000,,2016/11/25,5398.919922,768070000,,2016/11/25,19152.14063,45890000,,2016/11/25,1347.199951,15846000,,2016/11/25,12.34,0,,2016/11/25,23168.2207,0
2016/11/23,2204.719971,3418640000,,2016/11/23,5380.680176,1616740000,,2016/11/23,19083.17969,77880000,,2016/11/23,1342.089966,34186400,,2016/11/23,12.43,0,,2016/11/23,23079.5,0
2016/11/22,2202.939941,3957940000,,2016/11/22,5386.350098,1886800000,,2016/11/22,19023.86914,85310000,,2016/11/22,1334.339966,39579400,,2016/11/22,12.41,0,,2016/11/22,23047.48047,0
2016/11/21,2198.179932,3607010000,,2016/11/21,5368.859863,1745320000,,2016/11/21,18956.68945,80520000,,2016/11/21,1322.22998,36070100,,2016/11/21,12.42,0,,2016/11/21,22989.66016,0
2016/11/18,2181.899902,3572400000,,2016/11/18,5321.509766,1858610000,,2016/11/18,18867.92969,109880000,,2016/11/18,1315.640015,35724000,,2016/11/18,12.85,0,,2016/11/18,22805.92969,0
2016/11/17,2187.120117,3809160000,,2016/11/17,5333.970215,2081760000,,2016/11/17,18903.82031,89940000,,2016/11/17,1309.47998,38091600,,2016/11/17,13.35,0,,2016/11/17,22840.26953,0
2016/11/16,2176.939941,3830590000,,2016/11/16,5294.580078,2057140000,,2016/11/16,18868.14063,87320000,,2016/11/16,1302.199951,38305900,,2016/11/16,13.72,0,,2016/11/16,22723.35938,0
2016/11/15,2180.389893,4543860000,,2016/11/15,5275.620117,2156500000,,2016/11/15,18923.06055,100660000,,2016/11/15,1302.140015,45438600,,2016/11/15,13.37,0,,2016/11/15,22759.25,0
2016/11/14,2164.199951,5367200000,,2016/11/14,5218.399902,2369190000,,2016/11/14,18868.68945,112250000,,2016/11/14,1298.599976,53672000,,2016/11/14,14.48,0,,2016/11/14,22596.51953,0
2016/11/11,2164.449951,4988050000,,2016/11/11,5237.109863,2285050000,,2016/11/11,18847.66016,107300000,,2016/11/11,1282.380005,49880500,,2016/11/11,14.17,0,,2016/11/11,22533.48047,0
2016/11/10,2167.47998,6451640000,,2016/11/10,5208.799805,2984360000,,2016/11/10,18807.88086,164390000,,2016/11/10,1251.609985,64516400,,2016/11/10,14.74,0,,2016/11/10,22498.09961,0
2016/11/9,2163.26001,6264150000,,2016/11/9,5251.069824,2824560000,,2016/11/9,18589.68945,173110000,,2016/11/9,1232.160034,62641500,,2016/11/9,14.38,0,,2016/11/9,22445.11914,0
2016/11/8,2139.560059,3916930000,,2016/11/8,5193.490234,1736100000,,2016/11/8,18332.74023,79820000,,2016/11/8,1195.140015,39169300,,2016/11/8,18.74,0,,2016/11/8,22133.57031,0
2016/11/7,2131.52002,3736060000,,2016/11/7,5166.169922,1914310000,,2016/11/7,18259.59961,93450000,,2016/11/7,1192.25,37360600,,2016/11/7,18.709999,0,,2016/11/7,22060.08984,0
2016/11/4,2085.179932,3837860000,,2016/11/4,5046.370117,2015130000,,2016/11/4,17888.2793,97760000,,2016/11/4,1163.439941,38378600,,2016/11/4,22.51,0,,2016/11/4,21594.2793,0
2016/11/3,2088.659912,3886740000,,2016/11/3,5058.410156,2107720000,,2016/11/3,17930.66992,77860000,,2016/11/3,1156.890015,38867400,,2016/11/3,22.08,0,,2016/11/3,21615.0293,0
2016/11/2,2097.939941,4248580000,,2016/11/2,5105.569824,2105870000,,2016/11/2,17959.64063,88610000,,2016/11/2,1162.52002,42485800,,2016/11/2,19.32,0,,2016/11/2,21719.10938,0
2016/11/1,2111.719971,4532160000,,2016/11/1,5153.580078,1878650000,,2016/11/1,18037.09961,101280000,,2016/11/1,1177.939941,45321600,,2016/11/1,18.559999,0,,2016/11/1,21913.48047,0
2016/10/31,2126.149902,3922400000,,2016/10/31,5189.140137,1707260000,,2016/10/31,18142.41992,110080000,,2016/10/31,1191.390015,39224000,,2016/10/31,17.059999,0,,2016/10/31,22072.49023,0
2016/10/28,2126.409912,4019510000,,2016/10/28,5190.100098,1895970000,,2016/10/28,18161.18945,107850000,,2016/10/28,1187.609985,40195100,,2016/10/28,16.190001,0,,2016/10/28,22059.65039,0
2016/10/27,2133.040039,4204830000,,2016/10/27,5215.970215,1918690000,,2016/10/27,18169.67969,83530000,,2016/10/27,1189.949951,42048300,,2016/10/27,15.36,0,,2016/10/27,22122.68945,0
2016/10/26,2139.429932,3775200000,,2016/10/26,5250.27002,1725900000,,2016/10/26,18199.33008,86340000,,2016/10/26,1204.75,37752000,,2016/10/26,14.24,0,,2016/10/26,22216.5,0
2016/10/25,2143.159912,3751340000,,2016/10/25,5283.399902,1579490000,,2016/10/25,18169.26953,83190000,,2016/10/25,1216.099976,37513400,,2016/10/25,13.46,0,,2016/10/25,22281.28906,0
2016/10/24,2151.330078,3357320000,,2016/10/24,5309.830078,1531970000,,2016/10/24,18223.0293,88540000,,2016/10/24,1226.449951,33573200,,2016/10/24,13.02,0,,2016/10/24,22391.01953,0
2016/10/21,2141.159912,3448850000,,2016/10/21,5257.399902,1649470000,,2016/10/21,18145.71094,117810000,,2016/10/21,1218.099976,34488500,,2016/10/21,13.34,0,,2016/10/21,22264.25977,0
2016/10/20,2141.340088,3337170000,,2016/10/20,5241.830078,1741820000,,2016/10/20,18162.34961,88830000,,2016/10/20,1219.790039,33371700,,2016/10/20,13.75,0,,2016/10/20,22263.41992,0
2016/10/19,2144.290039,3362670000,,2016/10/19,5246.410156,1546960000,,2016/10/19,18202.61914,88040000,,2016/10/19,1222.640015,33626700,,2016/10/19,14.41,0,,2016/10/19,22304.19922,0
2016/10/18,2139.600098,3170000000,,2016/10/18,5243.839844,1474430000,,2016/10/18,18161.93945,74600000,,2016/10/18,1217.300049,31700000,,2016/10/18,15.28,0,,2016/10/18,22242.94922,0
2016/10/17,2126.5,2830390000,,2016/10/17,5199.819824,1424270000,,2016/10/17,18086.40039,75960000,,2016/10/17,1210.140015,28303900,,2016/10/17,16.209999,0,,2016/10/17,22099.89063,0
2016/10/14,2132.97998,3228150000,,2016/10/14,5214.160156,1594480000,,2016/10/14,18138.38086,87050000,,2016/10/14,1212.410034,32281500,,2016/10/14,16.120001,0,,2016/10/14,22168.82031,0
2016/10/13,2132.550049,3580450000,,2016/10/13,5213.330078,1735310000,,2016/10/13,18098.93945,83160000,,2016/10/13,1215.75,35804500,,2016/10/13,16.690001,0,,2016/10/13,22167.78906,0
2016/10/12,2139.179932,2977100000,,2016/10/12,5239.02002,1565940000,,2016/10/12,18144.19922,72230000,,2016/10/12,1227.22998,29771000,,2016/10/12,15.91,0,,2016/10/12,22257.48047,0
2016/10/11,2136.72998,3438270000,,2016/10/11,5246.790039,1821680000,,2016/10/11,18128.66016,88610000,,2016/10/11,1227.619995,34382700,,2016/10/11,15.36,0,,2016/10/11,22237.71094,0
2016/10/10,2163.659912,2916550000,,2016/10/10,5328.669922,1364150000,,2016/10/10,18329.03906,72110000,,2016/10/10,1250.76001,29165500,,2016/10/10,13.38,0,,2016/10/10,22520.60938,0
2016/10/7,2153.73999,3619890000,,2016/10/7,5292.399902,1646650000,,2016/10/7,18240.49023,82680000,,2016/10/7,1236.560059,36198900,,2016/10/7,13.48,0,,2016/10/7,22397.42969,0
2016/10/6,2160.77002,3461550000,,2016/10/6,5306.850098,1654020000,,2016/10/6,18268.5,78660000,,2016/10/6,1246.23999,34615500,,2016/10/6,12.84,0,,2016/10/6,22505.50977,0
2016/10/5,2159.72998,3906550000,,2016/10/5,5316.02002,1753340000,,2016/10/5,18281.0293,76190000,,2016/10/5,1248.369995,39065500,,2016/10/5,12.99,0,,2016/10/5,22494.16992,0
2016/10/4,2150.48999,3750890000,,2016/10/4,5289.660156,1708990000,,2016/10/4,18168.44922,79710000,,2016/10/4,1239.780029,37508900,,2016/10/4,13.63,0,,2016/10/4,22392.41016,0
2016/10/3,2161.199951,3137550000,,2016/10/3,5300.870117,1604060000,,2016/10/3,18253.84961,68520000,,2016/10/3,1245.780029,31375500,,2016/10/3,13.57,0,,2016/10/3,22503.48047,0
2016/9/30,2168.27002,4173340000,,2016/9/30,5312,2059800000,,2016/9/30,18308.15039,135470000,,2016/9/30,1251.650024,41733400,,2016/9/30,13.29,0,,2016/9/30,22576.66992,0
2016/9/29,2151.129883,4249220000,,2016/9/29,5269.149902,1941170000,,2016/9/29,18143.44922,95880000,,2016/9/29,1237.75,42492200,,2016/9/29,14.02,0,,2016/9/29,22385.92969,0
2016/9/28,2171.370117,3891460000,,2016/9/28,5318.549805,1785470000,,2016/9/28,18339.24023,97650000,,2016/9/28,1255.670044,38914600,,2016/9/28,12.39,0,,2016/9/28,22615.43945,0
2016/9/27,2159.929932,3437770000,,2016/9/27,5305.709961,1751060000,,2016/9/27,18228.30078,84130000,,2016/9/27,1246.380005,34377700,,2016/9/27,13.1,0,,2016/9/27,22492.01953,0
2016/9/26,2146.100098,3216170000,,2016/9/26,5257.490234,1669520000,,2016/9/26,18094.83008,95510000,,2016/9/26,1240.939941,32161700,,2016/9/26,14.5,0,,2016/9/26,22367.51953,0
2016/9/23,2164.689941,3317190000,,2016/9/23,5305.75,1761330000,,2016/9/23,18261.44922,87170000,,2016/9/23,1254.619995,33171900,,2016/9/23,12.29,0,,2016/9/23,22557.10938,0
2016/9/22,2177.179932,3552830000,,2016/9/22,5339.52002,1882100000,,2016/9/22,18392.46094,73030000,,2016/9/22,1263.439941,35528300,,2016/9/22,12.02,0,,2016/9/22,22679.75,0
2016/9/21,2163.120117,3712090000,,2016/9/21,5295.180176,1999690000,,2016/9/21,18293.69922,94090000,,2016/9/21,1245.040039,37120900,,2016/9/21,13.3,0,,2016/9/21,22505.25,0
2016/9/20,2139.76001,3140730000,,2016/9/20,5241.350098,1695190000,,2016/9/20,18129.96094,72450000,,2016/9/20,1228.329956,31407300,,2016/9/20,15.92,0,,2016/9/20,22253.38086,0
2016/9/19,2139.120117,3163000000,,2016/9/19,5235.029785,1791120000,,2016/9/19,18120.16992,78090000,,2016/9/19,1232.530029,31630000,,2016/9/19,15.53,0,,2016/9/19,22212.64063,0
2016/9/16,2139.159912,5014360000,,2016/9/16,5244.569824,3013860000,,2016/9/16,18123.80078,278510000,,2016/9/16,1224.780029,50143600,,2016/9/16,15.37,0,,2016/9/16,22240.51953,0
2016/9/15,2147.26001,3373720000,,2016/9/15,5249.689941,1950940000,,2016/9/15,18212.48047,99550000,,2016/9/15,1227.02002,33737200,,2016/9/15,16.299999,0,,2016/9/15,22321.13086,0
2016/9/14,2125.77002,3664100000,,2016/9/14,5173.77002,1902680000,,2016/9/14,18034.76953,103360000,,2016/9/14,1211.589966,36641000,,2016/9/14,18.139999,0,,2016/9/14,22101.49023,0
2016/9/13,2127.02002,4141670000,,2016/9/13,5155.25,2071460000,,2016/9/13,18066.75,102830000,,2016/9/13,1212.319946,41416700,,2016/9/13,17.85,0,,2016/9/13,22114.09961,0
2016/9/12,2159.040039,4010480000,,2016/9/12,5211.890137,2007610000,,2016/9/12,18325.07031,103260000,,2016/9/12,1235.869995,40104800,,2016/9/12,15.16,0,,2016/9/12,22463.5,0
2016/9/9,2127.810059,4233960000,,2016/9/9,5125.910156,2208690000,,2016/9/9,18085.44922,120670000,,2016/9/9,1219.209961,42339600,,2016/9/9,17.5,0,,2016/9/9,22157.51953,0
2016/9/8,2181.300049,3727840000,,2016/9/8,5259.47998,1839790000,,2016/9/8,18479.91016,79060000,,2016/9/8,1258.359985,37278400,,2016/9/8,12.51,0,,2016/9/8,22671.51953,0
2016/9/7,2186.159912,3319420000,,2016/9/7,5283.930176,1878460000,,2016/9/7,18526.14063,67570000,,2016/9/7,1261.01001,33194200,,2016/9/7,11.94,0,,2016/9/7,22778.25,0
2016/9/6,2186.47998,3447650000,,2016/9/6,5275.910156,1777940000,,2016/9/6,18538.11914,83710000,,2016/9/6,1253.369995,34476500,,2016/9/6,12.02,0,,2016/9/6,22723.98047,0
2016/9/2,2179.97998,3091120000,,2016/9/2,5249.899902,1474200000,,2016/9/2,18491.96094,74350000,,2016/9/2,1251.829956,30911200,,2016/9/2,11.98,0,,2016/9/2,22686.69922,0
2016/9/1,2170.860107,3392120000,,2016/9/1,5227.209961,1592520000,,2016/9/1,18419.30078,74780000,,2016/9/1,1239.800049,33921200,,2016/9/1,13.48,0,,2016/9/1,22563.4707,0
2016/8/31,2170.949951,3766390000,,2016/8/31,5213.220215,1761770000,,2016/8/31,18400.88086,98250000,,2016/8/31,1239.910034,37663900,,2016/8/31,13.42,0,,2016/8/31,22561.2207,0
2016/8/30,2176.120117,3006800000,,2016/8/30,5222.990234,1561020000,,2016/8/30,18454.30078,68920000,,2016/8/30,1246.030029,30068000,,2016/8/30,13.12,0,,2016/8/30,22619.67969,0
2016/8/29,2180.379883,2654780000,,2016/8/29,5232.330078,1416640000,,2016/8/29,18502.99023,64480000,,2016/8/29,1244.939941,26547800,,2016/8/29,12.94,0,,2016/8/29,22657.01953,0
2016/8/26,2169.040039,3342340000,,2016/8/26,5218.919922,1591060000,,2016/8/26,18395.40039,78730000,,2016/8/26,1238.030029,33423400,,2016/8/26,13.65,0,,2016/8/26,22538.14063,0
2016/8/25,2172.469971,2969310000,,2016/8/25,5212.200195,1511890000,,2016/8/25,18448.41016,64480000,,2016/8/25,1240,29693100,,2016/8/25,13.63,0,,2016/8/25,null,null
2016/8/24,2175.439941,3148280000,,2016/8/24,5217.689941,1714780000,,2016/8/24,18481.48047,72270000,,2016/8/24,1237.25,31482800,,2016/8/24,13.45,0,,2016/8/24,22592.21094,0
2016/8/23,2186.899902,3041490000,,2016/8/23,5260.080078,1547050000,,2016/8/23,18547.30078,73990000,,2016/8/23,1248.579956,30414900,,2016/8/23,12.38,0,,2016/8/23,null,null
2016/8/22,2182.639893,2777550000,,2016/8/22,5244.600098,1560210000,,2016/8/22,18529.41992,73450000,,2016/8/22,1239.73999,27775500,,2016/8/22,12.27,0,,2016/8/22,22668.21094,0
2016/8/19,2183.870117,3084800000,,2016/8/19,5238.379883,1632740000,,2016/8/19,18552.57031,93170000,,2016/8/19,1236.77002,30848000,,2016/8/19,11.34,0,,2016/8/19,22665.2793,0
2016/8/18,2187.02002,3300570000,,2016/8/18,5240.149902,1659080000,,2016/8/18,18597.69922,70740000,,2016/8/18,1236.849976,33005700,,2016/8/18,11.43,0,,2016/8/18,22699.80078,0
2016/8/17,2182.219971,3388910000,,2016/8/17,5228.660156,1747890000,,2016/8/17,18573.93945,71000000,,2016/8/17,1227.680054,33889100,,2016/8/17,12.19,0,,2016/8/17,22626.40039,0
2016/8/16,2178.149902,3196400000,,2016/8/16,5227.109863,1698390000,,2016/8/16,18552.01953,67570000,,2016/8/16,1231.130005,31964000,,2016/8/16,12.64,0,,2016/8/16,22611.18945,0
2016/8/15,2190.149902,3078530000,,2016/8/15,5262.02002,1533170000,,2016/8/15,18636.05078,62350000,,2016/8/15,1241.859985,30785300,,2016/8/15,11.81,0,,2016/8/15,22748.74023,0
2016/8/12,2184.050049,3000660000,,2016/8/12,5232.890137,1501620000,,2016/8/12,18576.4707,61580000,,2016/8/12,1229.819946,30006600,,2016/8/12,11.55,0,,2016/8/12,22659.35938,0
2016/8/11,2185.790039,3423160000,,2016/8/11,5228.399902,1511670000,,2016/8/11,18613.51953,71470000,,2016/8/11,1229.119995,34231600,,2016/8/11,11.68,0,,2016/8/11,22670.5,0
2016/8/10,2175.48999,3254950000,,2016/8/10,5204.580078,1651240000,,2016/8/10,18495.66016,62780000,,2016/8/10,1223.27002,32549500,,2016/8/10,12.05,0,,2016/8/10,22566.71094,0
2016/8/9,2181.73999,3334300000,,2016/8/9,5225.47998,1664320000,,2016/8/9,18533.05078,60090000,,2016/8/9,1231.73999,33343000,,2016/8/9,11.66,0,,2016/8/9,22639.25977,0
2016/8/8,2180.889893,3327550000,,2016/8/8,5213.140137,1624450000,,2016/8/8,18529.28906,71810000,,2016/8/8,1230.420044,33275500,,2016/8/8,11.5,0,,2016/8/8,22627.91016,0
2016/8/5,2182.870117,3663070000,,2016/8/5,5221.120117,2017720000,,2016/8/5,18543.5293,92420000,,2016/8/5,1231.300049,36630700,,2016/8/5,11.39,0,,2016/8/5,22634.55078,0
2016/8/4,2164.25,3709200000,,2016/8/4,5166.25,1930000000,,2016/8/4,18352.05078,64500000,,2016/8/4,1213.76001,37092000,,2016/8/4,12.42,0,,2016/8/4,22439.66016,0
2016/8/3,2163.790039,3786530000,,2016/8/3,5159.740234,1909470000,,2016/8/3,18355,78550000,,2016/8/3,1212.72998,37865300,,2016/8/3,12.86,0,,2016/8/3,22430.36914,0
2016/8/2,2157.030029,3848750000,,2016/8/2,5137.72998,2142010000,,2016/8/2,18313.76953,89680000,,2016/8/2,1202.349976,38487500,,2016/8/2,13.37,0,,2016/8/2,22339.7793,0
2016/8/1,2170.840088,3505990000,,2016/8/1,5184.200195,1866590000,,2016/8/1,18404.50977,83470000,,2016/8/1,1219.119995,35059900,,2016/8/1,12.44,0,,2016/8/1,22501.74023,0
2016/7/29,2173.600098,4038840000,,2016/7/29,5162.129883,2072640000,,2016/7/29,18432.24023,111550000,,2016/7/29,1219.939941,40388400,,2016/7/29,11.87,0,,2016/7/29,22547.91992,0
2016/7/28,2170.060059,3664240000,,2016/7/28,5154.97998,1950910000,,2016/7/28,18456.34961,85750000,,2016/7/28,1217.329956,36642400,,2016/7/28,12.72,0,,2016/7/28,22497.41992,0
2016/7/27,2166.580078,3995500000,,2016/7/27,5139.810059,2122250000,,2016/7/27,18472.16992,111370000,,2016/7/27,1218.930054,39955000,,2016/7/27,12.83,0,,2016/7/27,22464.39063,0
2016/7/26,2169.179932,3442350000,,2016/7/26,5110.049805,2038060000,,2016/7/26,18473.75,85370000,,2016/7/26,1216.859985,34423500,,2016/7/26,13.05,0,,2016/7/26,22498.10938,0
2016/7/25,2168.47998,3057240000,,2016/7/25,5097.629883,1770620000,,2016/7/25,18493.06055,76810000,,2016/7/25,1209.819946,30572400,,2016/7/25,12.87,0,,2016/7/25,22476.4707,0
2016/7/22,2175.030029,3023280000,,2016/7/22,5100.160156,1639000000,,2016/7/22,18570.84961,87710000,,2016/7/22,1212.890015,30232800,,2016/7/22,12.02,0,,2016/7/22,null,null
2016/7/21,2165.169922,3438900000,,2016/7/21,5073.899902,1880310000,,2016/7/21,18517.23047,86800000,,2016/7/21,1203.859985,34389000,,2016/7/21,12.74,0,,2016/7/21,22424.88086,0
2016/7/20,2173.02002,3211860000,,2016/7/20,5089.930176,1877330000,,2016/7/20,18595.0293,93230000,,2016/7/20,1209.73999,32118600,,2016/7/20,11.77,0,,2016/7/20,22516.08008,0
2016/7/19,2163.780029,2968340000,,2016/7/19,5036.370117,1694740000,,2016/7/19,18559.00977,85840000,,2016/7/19,1200.449951,29683400,,2016/7/19,11.97,0,,2016/7/19,22402.40039,0
2016/7/18,2166.889893,3009310000,,2016/7/18,5055.779785,1585570000,,2016/7/18,18533.05078,75540000,,2016/7/18,1207.910034,30093100,,2016/7/18,12.44,0,,2016/7/18,22441.18945,0
2016/7/15,2161.73999,3122600000,,2016/7/15,5029.589844,1610300000,,2016/7/15,18516.55078,123690000,,2016/7/15,1205.310059,31226000,,2016/7/15,12.67,0,,2016/7/15,22388.88086,0
2016/7/14,2163.75,3465610000,,2016/7/14,5034.060059,1641170000,,2016/7/14,18506.41016,87050000,,2016/7/14,1202.170044,34656100,,2016/7/14,12.82,0,,2016/7/14,22385.83008,0
